id,publish_date,url,title,text
0,,https://www.bbc.co.uk/news/localnews,Local News,Get the news that’s local to you
1,,http://www.bbc.com/news/election-us-2020-54882647,US election: Justice lawyer quits after attorney general orders 'vote fraud' inquiries,"""Let's not have any lectures, no lectures,"" the Kentucky senator said on the floor of the upper chamber, ""about how the president should immediately, cheerfully accept preliminary election results from the same characters who just spent four years refusing to accept the validity of the last election and who insinuated that this one would be illegitimate too if they lost again - only if they lost."""
2,,http://www.bbc.com/news/election/us2020,US Election 2020,"Video caption: US Elections: 'I think we can all get along'

US Elections: 'I think we can all get along'"
3,,https://www.bbc.com/news/world-asia-china-54883383,Covid: China's Sinovac vaccine trial halted in Brazil,"Covid: China's Sinovac vaccine trial halted in Brazil Published duration 31 minutes ago Related Topics Coronavirus pandemic

image copyright Getty Images image caption China's Sinovac vaccine has been administered in late-stage trials in Brazil, Indonesia and Turkey

The Brazilian clinical trial for a Chinese Covid-19 vaccine has been suspended after health authorities reported a ""severe adverse"" incident.

Brazilian health regulator Anvisa said the incident took place on 29 October, but did not give further details.

The CoronaVac vaccine, developed by the Chinese firm Sinovac Biotech, is one of several in final-stage testing globally.

Sinovac says it is ""confident in the safety of the vaccine"".

The firm has already been using it to immunise thousands of people at home in an emergency use programme.

Brazil has been one of the countries worst affected by coronavirus, recording more than 5.6m confirmed cases - the third highest tally in the world after the US and India - and nearly 163,000 deaths so far, according to data collated by Johns Hopkins University.

Why was the trial halted?

On Monday Anvisa said it had ""ruled to interrupt the clinical trial of the CoronaVac vaccine after a serious adverse incident"".

It did not reveal what happened, nor where it took place. Late-stage trials for the Sinovac vaccine are also being conducted in Indonesia and Turkey, but neither of these countries have announced a suspension.

Indonesia's state-owned Bio Farma said on Tuesday that its own Sinovac vaccine trials were ""going smoothly"", according to Reuters news agency.

Dimas Covas, the head of Butantan, the medical research institute conducting the Brazilian trial, told local media that the trial's suspension was related to a death. However, he insisted that the death was not related to the vaccine, Reuters said.

Sinovac said on Tuesday that it was communicating with Brazil about the reported incident.

""We learned the head of Butantan Institute believed that this serious adverse event (SAE) is not related to the vaccine,"" it said in a statement. ""The clinical study in Brazil is strictly carried out in accordance with GCP (Good Clinical Practice) requirements and we are confident in the safety of the vaccine.""

Butantan has said it will hold a news conference on Tuesday at 11:00 local time (14:00 GMT).

A pause in a clinical trial is not unusual. In September, the UK paused trials for another Covid-19 vaccine after a participant had a suspected adverse reaction.

The trials for the vaccine being developed by AstraZeneca and Oxford University were resumed a few days later after regulators said it was safe to continue.

Brazil's President Jair Bolsonaro has been open about his preference for the vaccine being developed by AstraZeneca, saying his government would not buy a Chinese-made Covid-19 vaccine.

Where are we in the search for a vaccine?

CoronaVac is one of around a dozen vaccines in the final stage of testing - known as a phase 3 trial - around the world.

This is a crucial point in vaccine development, where some experimental vaccines will fail.

The news of its suspension in Brazil came shortly after a rival vaccine developer, the US pharmaceutical company Pfizer, said its own vaccine candidate had shown 90% effectiveness.

Last month the Oxford vaccine trial reviewed the death of a volunteer in Brazil, saying an assessment had revealed no safety concerns.

How has China used experimental vaccines?

Separate to the phase 3 trials being held overseas, China is also administering experimental Covid-19 vaccines at home.

CoronaVac is among three experimental coronavirus vaccines China has been using to inoculate hundreds of thousands of people under an emergency use programme.

Last month the BBC filmed hundreds of people in the city of Yiwu queuing to get the vaccine after authorities approved the distribution to anyone who wanted the injection.

media caption Hundreds of people queued in Yiwu, China to get an experimental Covid-19 vaccine

A businessman who is due to have the second of the required two jabs imminently told the BBC that he would go ahead with it, adding that it is ""worth it considering the high infection rate abroad"".

Sinovac has previously said almost all of its employees and their families have received the vaccine."
4,,http://www.bbc.com/news/world/asia/china,BBC News,"Video content Video caption: Chibuike Amaechi is Nigeria's minister of transport Chibuike Amaechi is Nigeria's minister of transport

Nigeria's Minister of Transport, Chibuike Amaechi, has dismissed allegations that the country offered its sovereignty as collateral when signing a $400m (£300m) loan with China.

The loan agreement - signed in 2014 with China's Export-Import Bank - contained a clause about Nigeria waiving its immunity on sovereignty if it defaults on repayment.

Lawmakers had questioned the intent of the clause and many in the country speculated that it had conceded the country's sovereignty to China, but Mr Amacehi has told the BBC that is not the case.

""The [Chinese] are saying that if we are unable to pay then we should go to court according to the agreement,"" he said.

He accused the country's main opposition party, the People's Democratic Party (PDP), of misinterpreting the clause to mean that the Chinese would appoint administrators to govern Nigeria if the country was unable to repay the loan."
5,2020-11-09 00:00:00,https://www.bbc.com/travel/story/20201109-scilly-britains-mediterranean-like-isles-steeped-in-myth,Scilly: Britain’s Mediterranean-like isles steeped in myth,"The mere mention of King Arthur makes most people think of Guinevere, Lancelot and the sword in the stone. But what about the Isles of Scilly? This cluster of islands 28 miles off Cornwall’s tip is where some believe the legendary English king is buried, on the site of his final battle with Mordred in the 6th Century. That was in the mythical land of Lyonesse – a flooded country stretching west from Cornwall whose submerged peaks are believed by some to be the Isles of Scilly.

Scilly is an otherworldly, offbeat place

Indeed there are tombs on the islands that date back millennia, and these once-lavish chambers would have been more than fitting for a fabled chieftain. But the likelihood Arthur ever lay in them (if he even existed) is very small. In fact, the legend yoking him to Scilly is much more recent – it’s the work of Alfred Lord Tennyson. The Victorian poet visited the islands on holiday with friends and was so smitten with the landscape, which he thought evocative of a simpler, pre-industrial time, that he co-opted the archipelago as a romantic backdrop when he dashed off his tribute to Arthur, Idylls of the King. This blockbuster piece of populist poetry brought the idea of Lyonesse to wider audiences, while simultaneously cementing its association with Scilly.

Frankly, it’s a shame to know those stories are likely nonsense as you arrive in Scilly. Flying in, the 145-island archipelago resembles dribbles of pancake batter flicked haphazardly onto a hot pan – or in this case, the sea. The tiny, oddly shaped islands shimmer into view almost unexpectedly, hovering on the edge of the modern world, like a real-life Brigadoon. Indeed, ask most Britons about them, and they’ll pause slightly, puzzled, before a flicker of recognition and a smile, much as you would remembering a distant relative you wish you knew better. And with good reason: Scilly is an otherworldly, offbeat place, somewhere it’s easy to imagine, as Tennyson did, King Arthur roaming the hills.

Strolling around Scilly after landing at the airport is like stepping into not-quite Britain

Strolling around Scilly after landing at the airport is like stepping into not-quite Britain. Just five of its islands are now inhabited, though you’ll spot relics of former settlements on several others. Outside one store there’s a chalkboard on which the high tides and wind directions for the day are scrawled; after all, locals commute between islands by boat and need to plan ahead so they’re not marooned by the tides. Most of the houses are small, neat old fishermen’s cottages with tidy hedges in the front garden – not boxwood or yew, though, but supersized succulents that thrive, Triffid-style, thanks to the Mediterranean-like weather here. On Scilly, it’s as if the rules and laws of the rest of the UK seem not to apply, or at least only with an asterisk or two.

That’s certainly what Colin Taylor found when he moved here to be a policeman. Taylor stayed for almost a decade and wrote a memoir documenting his experiences, The Life of a Scilly Sergeant. In it, he wrote about run-ins with burglars who left fried eggs as their calling card, or a short-sighted horse that was wrecking local cars. Taylor discovered the islands much as Tennyson did, when he decided to visit on his honeymoon.

“I said, ‘Let’s go and find this mythical place which is Scilly’,” Taylor told me. Quickly smitten with the quirky way of life, he moved here – only to find himself in an unexpected position: several close encounters with Prince Charles, when the heir apparent flew into the islands and Taylor formed part of the team tasked with guiding and protecting him.

Scilly – call it that, or the Isles of Scilly, but never the Scillies, or the locals will scoff – is part of the Duchy of Cornwall, a centuries-old fiefdom currently under the stewardship of the Prince of Wales. The Duchy supplies Charles with much of his personal income; in 2020, that was £22.2m. Those earnings include rents from almost every hectare of Scilly. Aside from a small patch of Hugh Town, the capital on the main island of St Mary’s, there’s no freeholds here; no resident owns their house outright, but rather rents or leases it from the Prince. To move, people must petition the Duchy, explaining why they need more space, then wait patiently until a potential new home becomes vacant and is offered to them.

You may also be interested in:

• The British Island that's not in the UK

• The tiny 'country' between England and Scotland

• An abandoned British island reclaimed by nature

The locals, even in Hugh Town, don’t bristle at the system, though. Mention Prince Charles to most and they’ll shift slightly, lips tightening, ready to defend him against outsiders.

“People might say ‘Bloody Duchy!’,” newsagent and newspaper publisher Clive Mumford told me, sitting in his book-strewn study on the main street. “But I look at it differently. If all land and property was freehold, the whole place would be wrecked overnight. It’s anachronistic, but it’s a buffer against overdevelopment.”

The fondness is mutual: Prince Charles visits most years and brought Princess Diana here several times, including a memorable visit with their young sons in 1989. Locals will still proudly tell you that paparazzi who hired boats to spy on the family found themselves taken out to the wrong islands by protective fishermen. This summer, when the pandemic nudged the Duke and Duchess of Cambridge to holiday domestically with their kids, they chose to return with their own children. William and Kate didn’t stay at Charles’ private home on St Mary’s, though – Tamarisk, a cottage that is now available for rent via the Duchy – but rather at another of the Scillonian houses earmarked for the prince’s personal use on a different island: Tresco.

Scilly has startling communalities to the Galapagos Islands

Tresco is yet another Scillonian anomaly. Rather than a single house, the entire island is on long-term lease from the Duchy to an aristocratic British family. They first took it over in the 1830s when the ancestor of the current leaseholder, Robert Dorrien-Smith, came here with a fortune and a mind to transform what was then one of the poorest corners of the British Isles.

“He was a philanthropist, and he was looking for somewhere he could try out an experiment, mainly with education, and wanted to find a community where he could rule it,” said Richard Larn, the islands’ foremost historian who also leads tours around the islands. That do-gooder, Augustus Smith, funded universal schooling for children up to age 11 on the islands – a first in England.

Smith had other interests, too, in particular gardening. Because Scilly’s flora and fauna are cut off from the mainland, it has startling communalities to the Galapagos Islands, more than 6,000 miles away. Despite the fact it’s so close to mainland Cornwall, wind and water patterns keep the archipelago isolated from incoming animals, plants and even infections (Indeed, the archipelago remained Covid-19-free until late September, when it detected its first – and so far only – non-lethal case). The native Scilly bee remains free from any of the viruses that threaten bee survival elsewhere and is one of several endemic species on the archipelago, such as the Scilly shrew (Once considered a sub-species of the lesser white-toothed shrew, thanks to its darker fur and unusual beach habitat, it’s now often lumped in with that overall group). Such isolation also means that plants and animals under threat elsewhere can be preserved here. Ash trees thrive unravaged by dieback, and elms are free from disease. Native British red squirrels, which have largely been elbowed out by imported greys on the mainland, have a haven on Scilly, too.

“There are no predators, so they’re quite tame,” said head gardener Andrew Lawson as he stood in the middle of the Tresco Abbey Garden, surveying it proudly. The 17-acre oasis has been Lawson’s turf for more than 30 years, and he works closely with the Dorrien-Smith family to maintain this ecological Eden of 20,000 plants from more than 80 countries.

Lawson is tanned from those decades spent outdoors, his face lined from the sun – an unexpected danger in the UK, perhaps. But Scilly’s weather is also quirky: relentlessly, un-Britishly sunny, it averages 7.6 hours of sunshine per day in July, almost two hours more than London. The weather pattern is the result of lying under the path of the warming winds of the Gulf Stream; they also ensure that it’s rarely frosty in winter – a boon for the Tresco Abbey Garden. If only the Gulf Stream had an effect on the waters here too; though bright blue and pollution free, pause before plunging in. Even on a hot summer day, expect them to be bracing, as they rush in from the Atlantic and remain ice-cold year-round as a result.

The weather, of course, has helped burnish the islands’ reputation as a tourist spot; it also provided the archipelago’s main industry before tourism boomed in the last few decades. Back in the late 19th Century, an enterprising local farmer sent some narcissus flowers to a London market in early spring – see, he said, how much sooner flowers bloom in Scilly. There was a frenzied positive reaction, which helped flower farms and bulbs became the islands’ core industry for several decades. Even now, after globalisation upended the economics of that business, there are around two dozen flower farms still in operation – most of them on St Marys and a few on the northernmost inhabited island, St Martin. Walk around St Martin in the spring, as I did, and you’ll see wildflowers peeking through the grassy slopes.

Close to St Martin are the uninhabited Eastern Isles. Excavations have revealed that Britons called this tiny cluster of islets home in the Bronze and Iron Ages, and a Roman shrine has even been unearthed here, showing the length of habitation. Back then, though, these islets would have been far larger and likely connected to most of the other landmasses – much of what’s now Scilly would have been a single, unnamed island in prehistoric times. They were separated only as sea levels rose; indeed, the harbour on the main island of St Mary’s came into use after the waters rose again in the 1550s and made it viable for shipping.

Even now, during low tides, you can wade between several of the islands. Seeing that, it’s easy to see how Tennyson was inspired to suggest Scilly was once Lyonesse as Taylor explained to me.

“On a really, really low tide, you can see for miles and miles, including all the jagged rocks and peaks that would normally be under the weather and the field systems and walls that vanished when they flooded,” he said, “It’s just like you’ve revealed an Arthurian, legendary world.”

Join more than three million BBC Travel fans by liking us on Facebook, or follow us on Twitter and Instagram.

If you liked this story, sign up for the weekly bbc.com features newsletter called ""The Essential List"". A handpicked selection of stories from BBC Future, Culture, Worklife and Travel, delivered to your inbox every Friday."
6,2020-11-09 00:00:00,https://www.bbc.com/culture/article/20201109-why-the-funniest-books-are-also-the-most-serious,Why the funniest books are also the most serious,"Novelist Sophie Hannah, who does recognise Murdoch’s comic brilliance and wrote the introduction to the centenary edition of The Black Prince, says the comic and the serious are inextricably linked in her novels: “She understands that the often-comic absurdity of life is absolutely inextricable from its utmost seriousness. The humour enhances rather than detracts from the seriousness, and vice versa.”

If that sounds familiar, then it should: literature is awash with books that are both very serious and very funny. “Writers are funny because life is funny,” as Amis puts it. That’s true not just of satirists like Charles Dickens, but even those traditionally seen as merchants of gloom like Samuel Beckett and Franz Kafka, whose absurdist vision of the world – broadly put – is that if you don’t laugh, you’ll cry. Take Waiting for Godot: what could be funnier, more ridiculous, than waiting around endlessly for someone you know will never turn up – twice?

Mixed emotions

The best comedy needs tragedy, as essential ballast to stop it from floating away: the Booker Prize does from time to time recognise comic fiction, and Howard Jacobson’s Booker 2010 novel The Finkler Question, about ageing and death, is not just connected to tragedy but steeped in it. When a Jewish woman is faced with a feeble attempt at antisemitic intimidation, she “wasn’t going from fear to amusement and back again, she was experiencing both emotions simultaneously. It wasn’t even a matter of recording opposites because they were not opposites for her. Each partook of the other.”

What could be more complete – what could be better value? – than tragedy and comedy entwined? Kurt Vonnegut’s best work exemplified this hybrid approach, in books such as his Holocaust novel Slaughterhouse-Five, his tragicomedy Slapstick – about the modern epidemic of loneliness – and his manic end-of-the-world fable. Marie Phillips, author of several comic novels including Gods Behaving Badly, agrees in a Beckettian way: “The world is absurd even – or especially – at its worst.”

Phillips says that “people make the mistake of thinking that the opposite of funny is serious and thus if you’re funny you can’t be serious and vice versa.” The opposite of funny, of course, isn’t serious; the opposite of funny is unfunny. Funny and serious are symbiotic because humour is not just an example of intelligence but a form of intelligence. It requires lateral thinking; making unexpected connections; being one step ahead of the reader. To another Booker winner, George Saunders, “Comic, for me, means there’s always a shortfall between what we think of ourselves and what we are.” It goes, that is to say, to the heart of character in fiction."
7,,http://www.bbc.com/news/world-europe-54872285,Three men face trial over Barcelona and Cambrils jihadist attacks,"Oukabir is also accused of renting the van that was used in the Barcelona attack, but his lawyer has said he will seek an acquittal."
9,,http://www.bbc.com/news/election-us-2020-54871835,US Election: 'I think we can all get along',"Donald Trump supporters have shared their thoughts on the election result in Pennsylvania, which the BBC projects Joe Biden winning.

The president-elect has been stepping-up preparations for his move into the White House in 2021.

He has said the coronavirus pandemic will be his top priority.

Trump supporters in Bradford County, northern Pennsylvania, explained what Biden could do for them.

Meanwhile, President Donald Trump is planning legal challenges to the results in some key states."
10,,http://www.bbc.com/news/business-54876524,"China's Singles Day: 3m people, 4,000 planes and cargo ships","""The use of cutting-edge technologies such as artificial intelligence, predictive algorithms and big data analytics will empower merchants with demand forecast data and allow them to accurately pre-stock their goods in the right quantity and location,"" said James Zhao, general manager of global supply chain at Cainiao."
