id,publish_date,url,title,text
0,2020-11-09 00:00:00,http://www.breitbart.com/national-security/2020/11/09/rhodes-foreign-leaders-already-having-phone-calls-joe-biden/,Rhodes: ‘Foreign Leaders Already Having Phone Calls with Joe Biden’,"Ben Rhodes, former deputy national security adviser during the Obama administration, claimed on Monday that “foreign leaders are already having phone calls with Joe Biden.”

Gen. Mike Flynn, the first national security adviser for President Donald Trump, was prosecuted under an arcane law called the Logan Act for having precisely such communications with foreign leaders before Trump was sworn in.

Former Vice President Joe Biden has been accused of suggesting the Logan Act as a pretext for investigating Flynn, although other Obama administration officials claim the idea did not come from Biden.

Rhodes said Biden is already talking to foreign leaders during an MSNBC appearance on Monday afternoon:

.@brhodes: Biden is already “having phone calls” with foreign leaders about “the agenda they’re going to pursue January 20th” pic.twitter.com/ynHspaEDxE — Tom Elliott (@tomselliott) November 9, 2020

Rhodes made his comments while scoffing at President Donald Trump for contesting the results of last week’s election.

“The Trump people seem to be talking like they have some agency here. We’re going to have the pageantry already of the president-elect announcing his advisory board. He’s going to start announcing cabinet secretaries. The center of political gravity in this country and the world is shifting to Joe Biden. Foreign leaders are already having phone calls with Joe Biden, talking about the agenda they’re going to pursue January 20th,” said Rhodes.

“I remember, I was on the incoming side, where I felt the spotlight shifting to us in 2008 and I was on the outgoing side in 2016 when it was shifting away from us to Donald Trump. That’s just going to happen regardless of what they do,” Rhodes added.

Gen. Mike Flynn resigned soon after Trump took office in 2017 because Obama advisers accused him of violating the Logan Act by communicating with foreign officials, specifically Russian Ambassador Sergey Kislyak.

The Logan Act is a 1799 law that forbids private citizens from discussing U.S. foreign policy with foreign governments or their representatives. No one has ever been fully prosecuted under the Logan Act, not even the person for whom it is named, a doctor named George Logan accused of treasonously subverting the foreign policy of the young American republic by holding negotiations with France.

Flynn had a phone conversation with Kislyak on December 29, 2016 — long after Trump was certified as the winner of the 2016 election — during which he discussed sanctions the Obama administration imposed on Russia after the Russians were accused of trying to influence the election. Flynn told Kislyak he wanted the Russians to refrain from retaliating for the sanctions and escalating the diplomatic feud between Russia and America before Trump took office.

The FBI recorded Flynn’s conversation with Kislyak while monitoring the Russian ambassador. During one of the last Oval Office meetings between Obama and his advisers on January 5, 2017, it was suggested that Flynn could be investigated and prosecuted for violating the Logan Act. Notes from former FBI Special Agent Peter Strzok released by the Justice Department in June 2020 indicated it was Biden who suggested using the Logan Act to pursue Flynn.

Sally Yates, deputy attorney general under the Obama administration and briefly acting attorney general under Trump, testified before the Senate Judiciary Committee in August 2020 that she could not remember if Biden brought up the Logan Act.

Comey told the Senate Judiciary Committee in September that Biden did not suggest prosecuting Flynn for violating the Logan Act. “I would remember it because it would be highly inappropriate. It did not happen,” he said.

Flynn was accused of lying to FBI agents in a January 24, 2017, interview when he told them he did not discuss U.S. sanctions with Kislyak. Flynn resigned his position as national security adviser on February 13, 2017, stating he had given “incomplete information” about his phone call to Vice President-elect Mike Pence.

Flynn pleaded guilty in December 2017 to making false statements to the FBI about his conversations with Kislyak before Trump was sworn in. Flynn moved to withdraw his guilty plea in January 2020, claiming the government violated the terms of his plea deal. Flynn’s sentencing was postponed, although the judge said in September he was not prepared to throw out the case entirely. The judge ordered the Justice Department to review its filings in the Flynn case in late October after several documents were found to have been altered.

The conversations between Biden and foreign leaders claimed by Ben Rhodes would at least potentially be violations of the Logan Act for the same reason Flynn’s conversations with Kislyak were, and Biden is currently even further from taking office than Flynn was at the time. This would be especially true if the Trump administration’s sanctions or other policies were discussed with foreign officials.

Documents discovered on a laptop owned by Joe Biden’s son Hunter raised serious questions about whether Biden was involved in foreign business deals of dubious propriety, including deals that involved agents of the Chinese government."
1,2020-11-09 00:00:00,http://www.breitbart.com/the-media/2020/11/09/cnns-jake-tapper-wrote-book-claiming-bush-plotted-to-steal-the-presidency-in-2000/,"CNN’s Jake Tapper Wrote Book Claiming Bush, Gore Plotted to ‘Steal the Presidency’ in 2000","CNN’s Jake Tapper has spent several days denouncing President Donald Trump and his staff for pursuing allegations of voter fraud in the 2000 presidential election. However, he himself accused George W. Bush and rival Al Gore of plotting to “steal” the 2000 election.

Ben Domenech, the co-founder of The Federalist, drew attention to Tapper’s hypocrisy in a tweet Monday evening:

2020 Jake Tapper: I, as CNN's precious flower and conscience of media, order you to drop any allegations of election fraud as it is anti-American and worthy of losing your job just for retweeting 2000 Jake Tapper: I write book for moneys BUSH STOLE IT ALL pic.twitter.com/cmTEwCRpQG — Ben Domenech (@bdomenech) November 10, 2020

Tapper’s book, Down and Dirty: The Plot to Steal the Presidency, is still available on Amazon.com. A blurb describes the book as claiming that “both sides, Democrats and Republicans, plotted to steal the presidency in 2000.”

At the time, Tapper was the Washington correspondent for the left-wing online magazine Salon.com. He later worked for ABC News as a White House correspondent before landing a new role at CNN, hosting The Lead with Jake Tapper and State of the Union.

The CNN anchor drew wide condemnation Monday for suggesting that Trump staffers who did not abandon the president in his legal and electoral fight ought to be blacklisted from further employment in the political world.

CNN has played the president’s battle as an attempt to maintain power in spite of the democratic will of the people, rather than a legal and constitutional attempt to ascertain whether the results of the election, as reported, were in fact correct.

Tapper has treated the president and his staff with scorn throughout Trump’s presidency.

Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). His newest e-book is The Trumpian Virtues: The Lessons and Legacy of Donald Trump’s Presidency. His recent book, RED NOVEMBER, tells the story of the 2020 Democratic presidential primary from a conservative perspective. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. Follow him on Twitter at @joelpollak."
2,2020-11-09 00:00:00,http://www.breitbart.com/2020-election/2020/11/09/poll-70-of-republicans-say-2020-election-was-neither-free-nor-fair/,"Poll: 70% of Republicans Say 2020 Election Was Neither Free, Nor Fair","A new poll suggests that 70% of Republicans believe the 2020 election was neither free, nor fair.

The poll of 1,987 registered voters, conducted by Morning Consult and Politico, began before Election Day, though most interviews were done afterward.

A majority of both Democrats and Republicans appear to have believed the election would be free and fair before the votes were counted, but the result have changed their impressions radically.

Politico reported:

Multiple new organizations announced Biden as the election winner on Saturday after four days of counting in several swing states. Following the news, 70 percent of Republicans now say they don’t believe the 2020 election was free and fair, a stark rise from the 35 percent of GOP voters who held similar beliefs before the election. Meanwhile, trust in the election system grew for Democrats, many who took to the streets to celebrate Biden’s victory on Saturday. Ninety percent of Democrats now say the election was free and fair, up from 52 percent before Nov. 3 who thought it would be. Among Republicans who believed that the election wasn’t free and fair, 78 percent believed that mail-in voting led to widespread voter fraud and 72 percent believed that ballots were tampered with — both claims that have made a constant appearance on the president’s Twitter thread. Like President Donald Trump, a majority of the people that thought the election was unfair, 84 percent, said it benefited Biden. The lack of trust in the election system has led to Republicans being more skeptical about the election results. Although only 18 percent of Republicans had said the results would be unreliable prior to Election Day, now 64 percent feel the same way following Biden’s victory. By contrast, 86 percent of Democrats say they trust the results.

The Inter-Parliamentary Union, an international body, has set standards for determining whether an election is, in fact, “free and fair.”

The standards include (emphasis added):

(3) Everyone individually and together with others has the right: To express political opinions without interference ;

; To seek, receive and impart information and to make an informed choice ;

; To move freely within the country in order to campaign for election;

in order to campaign for election; To campaign on an equal basis with other political parties, including the party forming the existing government. (4) Every candidate for election and every political party shall have an equal opportunity of access to the media, particularly the mass communications media, in order to put forward their political views. (5) The right of candidates to security with respect to their lives and property shall be recognized and protected.

Many of the conditions above were violated during the 2020 election, thanks to social media censorship, coronavirus restrictions, and political violence.

The standards also require that “steps are taken to guarantee non-partisan coverage in State and public-service media,” a principle violated by demonstrable media bias, including by publicly-funded outlets.

In addition, the standards provide that governments should “take all necessary and appropriate measures to ensure that the principle of the secret ballot is respected, and that voters are able to cast their ballots freely, without fear or intimidation.”

As Breitbart News has noted, the secret ballot is arguably compromised by vote-by-mail, because the name of the voter accompanies a ballot on the outer envelope.

Finally, the standards require “the transparency of the entire electoral process including, for example, through the presence of party agents and duly accredited observers.” Republican observers say they have been excluded in several states.

Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). His newest e-book is The Trumpian Virtues: The Lessons and Legacy of Donald Trump’s Presidency. His recent book, RED NOVEMBER, tells the story of the 2020 Democratic presidential primary from a conservative perspective. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. Follow him on Twitter at @joelpollak."
3,2020-11-09 00:00:00,http://www.breitbart.com/2020-election/2020/11/09/attorney-general-william-barr-authorizes-doj-look-voting-irregularities/,AG William Barr Authorizes DOJ to Look into Voting Irregularities,"Attorney General William Barr in a memo issued on Monday authorized the Justice Department (DOJ) to look into voting irregularities in the 2020 presidential election.

The memo was addressed and signed from Barr to U.S. Attorneys, the assistant attorneys general for the DOJ’s criminal division, civil rights division, the national security division, and the director of the Federal Bureau of Investigation (FBI), Christopher Wray.

“Now that the voting has concluded, it is imperative that the American people can trust that our elections were conducted in such a way that the outcomes accurately reflect the will of the voters,” the memo read.

Barr’s memo comes after 39 House Republicans pressed Barr in a letter on Friday to allow available DOJ resources to look into allegations of voting irregularities across the country in several key battleground states. The Trump campaign has filed a number of lawsuits in some of those states.

Barr Memo to DOJ on voting irregularities by Kristina Wong on Scribd

Barr said in his memo that, although the states have the primary responsibility to conduct and supervise elections, the DOJ has “an obligation to ensure that federal elections are conducted in such a way that the American people can have full confidence in their electoral process and their government.”

He added that while “most allegations” of purported election misconduct are of such a scale that they would not impact the outcome of an election that their investigation can be deferred, “that is not always the case.”

He said concerns that overt actions taken by the DOJ in this case are greatly minimized, since the voting has concluded.

He also said he has already authorized the DOJ to pursue substantial allegations of voting and voting tabulation irregularities in specific instances.

“Given this, and given that voting in our current elections has now concluded, I authorize you to pursue substantial allegations of voting and vote tabulation irregularities prior to the certification of elections in your jurisdictions in certain cases, as I have already done in specific instances,” he said.

He said inquiries and reviews may be conducted if there are clear and apparently-credible allegations of irregularities that, if true, could potentially impact the outcome of a federal election in an individual state.

“While U.S. Attorneys maintain their inherent authority to conduct inquiries and investigations as they deem appropriate, it will likely be prudent to commence any election-related matters as a preliminary inquiry, so as to assess whether available evidence warrants further investigative steps,” he said.

He also urged for the DOJ to exercise “great care and judgment’ and not launch inquiries on “specious, speculative, fanciful or far-fetched claims.”

He noted that his authorization of investigations should not be taken as an indication that the DOJ has concluded that voting irregularities have impacted the outcome of the election, but to ensure trust in the voting process.

“I provide this authority and guidance to emphasize the need to timely and appropriately address allegations of voting irregularities so that all of the American people, regardless of their preferred candidate or party, can have full confidence in the results of our elections,” he said.

“The American people and the leaders they freely elect deserve nothing less,” he said.

Follow Breitbart News’s Kristina Wong on Twitter or on Facebook."
4,2020-11-09 00:00:00,http://www.breitbart.com/2020-election/2020/11/09/richard-pilger-linked-to-irs-scandal-resigns-post-at-doj-over-voter-fraud-memo/,"Richard Pilger, Linked to IRS Scandal, Resigns DOJ Post over Voter Fraud Memo","Richard Pilger, a prosecutor at the Department of Justice (DOJ) who played a role in the Internal Revenue Service (IRS) targeting of conservative groups, resigned his post Monday evening rather than investigate potential voter fraud in the 2020 presidential election.

Earlier Monday, U.S. Attorney General William Barr issued a memo directing prosecutors to investigate potential voter fraud. He said that prosecutors should not, however, focus on “specious, speculative, fanciful or far-fetched claims.”

That was too much for Pilger, who resigned as director of the Election Crimes Branch of the department, the New York Times reported:

Mr. Pilger, a career prosecutor in the department’s Public Integrity Section who oversaw voting-fraud-related investigations, told colleagues he would move to a nonsupervisory role working on corruption prosecutions. “Having familiarized myself with the new policy and its ramifications,” he wrote, “I must regretfully resign from my role as director of the Election Crimes Branch.” A Justice Department spokeswoman did not immediately respond to a request for comment about Mr. Pilger’s message.

Pilger felt few such qualms in 2010, when he pursued the theory that conservative groups could be prosecuted for misleading the IRS about their political activities. In an email included in a subsequent Senate report, Pilger wass described as prodding then-IRS Exempt Organizations director Lois Lerner about the idea, raised by Sen. Sheldon Whitehouse (D-RI):

[Pilger] wanted to know who at IRS the DOJ folks could talk to about Sen. Whitehouse [sic] idea at the hearing that DOJ could piece together false statement cases about applicants who “lied” on their 1024s–saying they weren’t planning on doing political activity, and then turning around and making large visible political expenditures. DOJ is feeling like it needs to respond, but want to talk to the right folks at IRS to see whether there are impediments from our side and what, if any damage this might do to IRS programs.

As the Wall Street Journal later noted:

Mr. Pilger was also a foot on the gas pedal during the IRS’s increased screening of conservative 501(c) groups. In 2010 he reached out to then IRS tax-exempt chief Lois Lerner about prosecuting nonprofits that engaged in political activity for making false statements on their tax returns. In an October 2010 email exchange, Ms. Lerner and Mr. Pilger discussed the transfer of data on 501(c) organizations. The Justice Department ended up with a database of 1.1 million documents, including protected taxpayer information.

Pilger’s resignation was described by the Times as a principled stand by a career official.

Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). His newest e-book is The Trumpian Virtues: The Lessons and Legacy of Donald Trump’s Presidency. His recent book, RED NOVEMBER, tells the story of the 2020 Democratic presidential primary from a conservative perspective. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. Follow him on Twitter at @joelpollak."
5,2020-11-09 00:00:00,http://www.breitbart.com/clips/2020/11/09/cotton-bidens-china-history-another-reason-ga-senate-races-are-key/,Cotton: Biden’s China History ‘Another Reason’ GA Senate Races Are Key,"On Monday’s broadcast of the Fox News Channel’s “The Story,” Sen. Tom Cotton (R-AR) stated that one of the reasons that re-electing Sens. David Perdue and Kelly Loeffler (R-GA) is important is “Joe Biden has a 48-year history of selling out American workers and American jobs to China, to say nothing of his son’s shady dealings in China.” And both Perdue and Loeffler have been tough on China.

Cotton said, “China has been rooting for Joe Biden throughout this campaign. Because Joe Biden has a 48-year history of selling out American workers and American jobs to China, to say nothing of his son’s shady dealings in China. So, that’s another reason why we need to elect David Perdue and Kelly Loeffler, who have been tough on the Chinese Communist Party from the very beginning.”

Follow Ian Hanchett on Twitter @IanHanchett"
6,2020-11-09 00:00:00,http://www.breitbart.com/politics/2020/11/09/most-of-bidens-221000-vote-margin-gain-in-georgia-in-3-counties-that-received-15-million-from-zuckerberg-funded-safe-elections-project/,Biden Margin Boosted in 3 Key GA Counties Zuckerberg Project Funded,"Most of Joe Biden’s 221,751 vote margin gain in Georgia, compared to Hillary Clinton’s performance in 2016, came from three metropolitan Atlanta counties that received more than $15 million from the Mark Zuckerberg-funded Center for Technology and Civic Life (CTCL) “safe elections” project.

Those three counties — Cobb, Fulton, and Gwinnett–accounted for 168,703 of Biden’s 221,751 vote margin gain, or 76 percent.

In 2016, Donald Trump defeated Hillary Clinton in Georgia by 211,141 votes, 2,089,104 to 1,877,963, according to the Georgia Secretary of State’s election website.

With 99 percent of precincts reporting as of 2:00 p.m. Eastern time on Monday, November 9, Democratic nominee Joe Biden was leading Donald Trump by 10,610 votes, 2,466,540 to 2,455,930, according to Real Clear Politics.

This currently represents a 221,751 vote gain in margin of votes cast for Joe Biden over Donald Trump in 2020 compared to the margin of votes cast for Donald Trump over Hillary Clinton in 2016.

The $15.8 million in “safe elections” grants these three counties in the Metropolitan Atlanta area–Fulton, Cobb, and Gwinnett- received from CTCL are a little more than four percent of the funding provided by Zuckerberg through CTCL to county and city election departments around the country in 2020.

“Facebook founder and CEO Mark Zuckerberg announced on Tuesday that he and his wife have donated an additional $100 million to a “safe elections” project run by the non-profit Center for Technology and Civic Life (CTCL), bringing their total contributions to that project to $350 million since September 1,” Breitbart News reported in October.

“Critics say the CTCL project’s grants look a lot more like Democratic “Get-out-the-Vote” (GOTV) efforts in major cities around the country than good government efforts to protect the integrity of the electoral process of all Americans, regardless of their party affiliation,” Breitbart News reported:

An analysis by the Amistad Project of the Thomas More Society suggests a [partisan element to the CTCL project]. Since September 1, 2020, the CTCL has made at least $63.7 million in grants to election commissions in 18 counties and two cities for what the CTCL calls the coronavirus “safe elections” project. More than 99.5 percent of this funding — $63.4 million — went to election commissions in 17 counties and two cities won by Hillary Clinton in 2016. Less than one half of one percent of the funding — a mere $289,000 — went to a county Donald Trump won in 2016, Hays County, Texas, which the president barely won by a margin of 50.4 percent to 49.6 percent. A significant portion of these grants — more than $13.9 million — went to election commissions in areas Hillary Clinton won with more than 80 percent of the vote. Ten million dollars went to the city of Philadelphia in Pennsylvania, which Clinton won with 84 percent of the vote, $3.5 million went to Wayne County, Michigan, which Clinton won with 96 percent of the vote, and $467,000 went to the election commission in the city of Flint, Michigan, which Clinton won with 84 percent of the vote.

In September, the Rome News-Tribune reported that Cobb County’s Election Department “was recently awarded a $5.6 million grant from a national nonprofit, the Center for Tech and Civic Life.”

The Center for Tech and Civic Life grant will help pay for: ♦ Almost 700 partitioned, secure voting system carriers to house the 2,258 ballot marking devices and optical scanners at all polling locations ♦ Hazard pay for roughly 2,300 workers at a rate of $100 per worker, per election. ♦ Additional temporary employees who will help prepare, process and tabulate absentee-by-mail ballots. ♦ Ballot mailing ♦ Advertising to promote absentee and early voting. (emphasis added)

Also in September, the Atlanta Journal Constitution reported Fulton County’s Election Department received “$6 million in a grant from the Center for Tech and Civic Life.”

In October, the Journal Constitution reported that Gwinnett County commissioners accepted a $4.1 million grant from CTCL “intended to be used for elections security.”

The grant is intended to be used for elections security and also allows the county to use some of the funds to cover costs from the June primary, county spokesman Joe Sorenson said. “We are currently evaluating where the funds will be sourced to,” Sorenson said.

In the 2016 presidential election, Hillary Clinton received 297,051 votes in Fulton County, compared to 117,783 for Donald Trump, a net vote margin of 179, 268 for Hillary Clinton.

In Cobb County, Hillary Clinton received 160,121 votes compared to 152, 912 for Donald Trump, a net vote margin of 7,209 for Hillary Clinton.

In Gwinnett County, Hillary Clinton received 166,153 votes compared to 146, 989 for Donald Trump, a net vote margin of 19,164 for Hillary Clinton.

In those three counties combined, Hillary Clinton’s net vote margin over Donald Trump was 205,641. (Notably, in the rest of the state of Georgia, Donald Trump’s net vote margin over Hillary Clinton was 416,782.)

In the 2020 presidential election, Joe Biden received 379,095 votes in Fulton County, compared to 136,716 for Donald Trump, a net vote margin of 242,379 votes for Joe Biden.

In Cobb County, Biden received 221,746 votes, compared to 165,195 for Donald Trump, a net vote margin of 56,551 votes for Biden.

In Gwinnett County, Biden received 241,827 votes, compared to 166,413 votes for Donald Trump, a net vote margin of 75,414 votes for Biden.

In those three counties combined, Joe Biden’s net vote margin in 2020 over Donald Trump was 374,344, an increase of 168,703 over Hillary Clinton’s net vote margin of 205,641.

That 168,703 vote net margin increase for Biden in 2020 in the three counties that received $15.8 million in grants from the Zuckerberg-funded CTCL was 76 percent of the 221,751 net vote margin improvement for Biden that powered him to a 10,610 vote lead in Georgia with 99 percent of precincts reporting.

Between September 1, 2020 and October 30, 2020, the CTCL contributed more than $16.6 million for “safe elections” in six Georgia counties, as Ballotpedia reported.

All six counties voted for Hillary Clinton in 2016. Based on currently available public reports, it appears that no Georgia county that voted for Donald Trump in 2106 received a CTCL grant in 2020.

Breitbart News contacted CTCL and requested a list of all the counties in Georgia that received grants from CTCL in 2020, and specifically asked if CTCL provided grants to any county in the state that Donald Trump won in 2016, but has not yet received a response from CTCL.

In addition to the three metropolitan Atlanta counties of Cobb, Gwinnett, and Fulton, three counties outside of metropolitan Atlanta received CTCL grants in 2020.

Dougherty County, which received a $300,000 grant from CTCL, went overwhelmingly for Joe Biden over Donald Trump in 2020, 69.6 percent to 29.6 percent. Biden’s net margin in the county was 24,579 votes, compared to Trump’s 10,449. a differential of 14,130 votes in favor of Biden.

The Macon-Bibb County Board of Elections, which administers elections for Macon County and Bibb County, received a $557,000 grant from CTCL. Both counties went overwhelmingly for Biden over Trump in 2020.

In Bibb County, Joe Biden received 61.4 percent of the vote to Donald Trump’s 37.6 percent. In terms of vote total, Biden received 43,460 votes while Trump received 26,583 votes, a margin of 16,887 for Biden. In the less populous Macon County, Biden received 2,857 votes compared to Trump’s 1,783, a net vote margin of 1,070 in favor of Biden."
7,2020-11-09 00:00:00,http://www.breitbart.com/clips/2020/11/09/watch-fncs-cavuto-cuts-off-trump-presser-i-cant-in-good-countenance-continue-showing-this/,Watch: FNC’s Cavuto Cuts Off Trump Presser — ‘I Can’t in Good Countenance Continue Showing This’,"Fox News Channel anchor Neil Cavuto cut away from campaign spokeswoman Kayleigh McEnany speaking at a Trump campaign press conference on Monday afternoon.

McEnany said, “There is only one party in America trying to keep observers out of the count room, that party my friends is the Democrat party. You don’t take these positions because you want an honest election. You don’t oppose an audit of the vote because you want an accurate count. You don’t oppose our effort at sunlight at transparency because you have nothing to hide. You take these positions because you are a welcoming fraud and you are welcoming illegal voting.”

Cavuto said, “Whoa, whoa, whoa, I just think we have to be very clear. She’s charging the other side is welcoming fraud and welcoming illegal voting, unless she has more details to back that up, I can’t in good countenance continue showing you this.”

He continued, “I want to make sure that maybe they do have something back that up. That is an explosive charge to make at the other side is effectively rigging and cheating. If she does bring proof of that we will take you back.”

He added, “So far, she started saying right at the outset welcoming fraud, welcoming illegal voting, not so fast.”

Follow Pam Key on Twitter @pamkeyNEN"
8,2020-11-09 00:00:00,http://www.breitbart.com/clips/2020/11/09/warnock-presumptuous-for-me-to-say-if-i-support-court-packing/,Warnock: ‘Presumptuous’ for Me to Say if I Support Court-Packing,"On raising the issues of court-packing, statehood for DC & Puerto Rico, @ReverendWarnock says the GOP is trying to ""trying to divide us again, and it's really sad."" Full interview here >>> https://t.co/y0mqvHZiZ7 #GASen pic.twitter.com/k6oSv4JJMU

During an interview with Gray DC on Monday, Georgia Democratic senatorial candidate Rev. Raphael Warnock responded to a question on whether he supports court-packing by saying that “it’s presumptuous” of him to discuss “what ought to happen with the courts.”

In response to a question on whether he supports packing the court or statehood for D.C. and Puerto Rico, Warnock said, “I think that they’re [Republicans] trying to divide us, again, and it’s really sad. Because, at the end of the day, E Pluribus Unum, out of many, one, that’s the covenant that we have with one another, as an American people. I support that. I believe in that with all of my heart. And I’m going to stand up and defend it.”

After being asked again if he supports expanding the Supreme Court, Warnock responded, “I’m really focused on representing the concerns of ordinary people here in Georgia. I think it’s presumptuous for me to go further down that path, talking about what ought to happen with the courts. I’m hopeful that the people of Georgia will look at my life, look at my record, and give me the great honor of representing them in the United States Senate.”

(h/t WFB)

Follow Ian Hanchett on Twitter @IanHanchett"
9,2020-11-09 00:00:00,http://www.breitbart.com/politics/2020/11/09/detroit-city-elections-employee-workers-coached-voters-for-joe-biden-changed-dates-on-ballots/,"Detroit Employee: Workers Coached Voters for Biden, Changed Dates","A decades-long Detroit city employee has filed a bombshell affidavit in a case alleging a series of voter fraud behaviors to benefit Joe Biden in the 2020 presidential election.

Jesse Jacob, who could face legal penalty if her accusations are not true, leveled several claims against her employer.

“I processed absentee ballot packages to be sent to voters while I worked at the election headquarters in September 2020 along with 70-80 other poll workers,” she said.

“I was instructed by my supervisor to adjust the mailing date of these absentee ballot packages to be dated earlier than they were actually sent. The supervisor was making announcements for all workers to engage in this practice.”

Jacob said she worked at a polling location leading up to the election where voters could cast absentee ballots in person.

I directly observed, on a daily basis, City of Detroit election workers and employees coaching and trying to coach voters to vote for Joe Biden and the Democrat party. I witnessed these workers and employees encouraging voters to do a straight Democrat ballot. I witnessed these election workers and employees going over to the voting booths with voters in order to watch them vote and coach them for whom to vote.

Secretary of State Jocelyn Benson’s website stated it is a requirement to have a photo ID, such as a Michigan’s driver’s license or identification card, to vote. Those not possessing an ID must “sign a brief affidavit stating that they’re not in possession of a photo ID.”

During the last two weeks while working at this satellite location, I was specifically instructed by my supervisor not to ask for a driver’s license or any photo I.D. when a person was trying to vote. I observed a large number of people who came to the satellite location to vote in-person, but they had already applied for an absentee ballot. These people were allowed to vote in-person and were not required to return the mailed absentee ballot or sign an affidavit that the voter lost the mailed absentee ballot.

Jacob said she then worked at the TCF Center in Downtown Detroit to tabulate absentee ballots:

Absentee ballots that were received in the mail would have the voter’s signature on the envelope. While I was at the TCF Center, I was instructed not to look at any of the signatures on the absentee ballots, and I was instructed not to compare the signature on the absentee ballot with the signature on file.

When asked to respond to Jacob’s allegations, Benson’s director of communications and external affairs, Jake Rollow, told Breitbart News, “Michigan’s election results are an accurate reflection of the will of Michigan voters. Any meritless suggestion to the contrary denigrates the tens of thousands of election clerks and workers who served — with integrity and under intense scrutiny — to provide Michigan citizens with a secure, transparent and accessible election process.”

He did not answer whether Benson would open an investigation into the claims.

Jacob’s allegations are part of a lawsuit filed by Wayne County residents Cheryl A. Constatino and Edward P. McCall, Jr. against the City of Detroit and Detroit Election Commission, Detroit City Clerk Janice M. Winfrey, and the Wayne County Board of Canvassers.

Michigan talk radio host Steve Gruber noted the fraud was committed “at the behest of Detroit and Wayne County officials and included changing legal names and dates on ballots, ballot harvesting, voter intimidation and more. It also claims the effort to defraud voters began in early September.”

Kyle Olson is a reporter for Breitbart News. He is also host of “The Kyle Olson Show,” syndicated on Michigan radio stations on Saturdays. Listen to segments on YouTube or download full podcast episodes. Follow him on Twitter, like him on Facebook, and follow him on Parler."
